1750,1173,-16136
1736,1157,-16127
1736,1156,-16175
1750,1157,-16114
1722,1131,-16158
1723,1151,-16132
1724,1162,-16099
1742,1171,-16125
1747,1154,-16132
1756,1154,-16110
1731,1165,-16135
1745,1142,-16127
1739,1154,-16183
1724,1160,-16177
1728,1166,-16118
1742,1158,-16122
1736,1150,-16152
1708,1150,-16184
209,-5166,-15351
426,10361,-12608
-7722,-1523,-13946
-9277,-2228,-12893
5219,494,-15207
12,648,-16518
1195,1208,-16204
1251,1194,-16198
1264,1184,-16181
1277,1190,-16133
1296,1170,-16155
1297,1193,-16121
1271,1186,-16132
1282,1215,-16097
1247,1201,-16162
