-886,-161,92
-861,-151,69
-893,-133,54
-885,-218,36
-902,-228,50
-915,-206,67
-842,-217,69
-888,-208,63
-835,-160,54
-874,-131,95
-895,-198,65
-878,-227,40
-882,-219,50
-893,-163,69
-893,-39,89
-862,-175,61
-864,-169,40
-899,-200,75
-919,-238,30
-896,-252,85
-869,-202,98
-854,-138,48
-831,-18,86
-837,-136,57
-851,-18,116
-908,-258,47
-881,-152,64
-901,-121,85
-871,-121,32
-867,-203,66
-772,-23,120
-943,-343,-1
-728,178,92
-922,-246,87
-872,-210,90
-827,-125,80
-879,-255,16
-882,-218,60
-857,-183,107
318,2882,475
-304,1953,-80
-870,-238,-8
-891,-328,44
-937,-141,56
-899,-111,71
-834,-147,71
-822,-185,73
-873,-172,56
-947,-241,39
-899,-147,48
-846,-202,42
-872,-128,105
-886,-128,24
-840,-142,70
-763,83,115
-931,-371,26
-872,-208,85
-853,-176,68
-903,-187,58
-876,-175,32
-882,-189,67
-914,-223,65
-929,-81,21
-863,-130,49
-860,-120,87
-874,-245,57
-915,-163,21
-881,-225,72
-893,-188,69
-896,-152,75
-916,-175,92
-842,-200,56
-876,-160,56
-832,-134,58
-908,-148,67
-884,-185,75
-858,-173,36
-901,-155,43
-877,-162,48
-908,-157,71
-826,-171,33
-882,-199,23
-886,-195,20
-880,-113,63
-776,1,53
-887,-194,41
-889,-226,85
-902,-192,106
-1003,-229,79
-893,-184,60
-896,-180,51
-896,-117,25
-882,-205,54
-934,-145,71
-855,-116,33
-856,-187,67
-889,-146,56
-890,-159,83
-896,-332,73
-930,-234,91
-830,-174,15
-788,-172,107
-850,-216,20
-782,124,102
-838,-181,19
-872,-134,38
-905,-205,86
-871,-147,47
-838,24,94
-903,-144,82
-867,-83,60
-707,-224,104
-108,1908,395
-587,748,191
-455,1071,237
-805,119,66
-863,-130,68
-782,98,104
-789,-61,89
-941,-248,17
-902,-160,61
-895,-234,85
-856,-175,52
-912,-173,70
-782,-23,25
181,378,-4463
-580,-173,-1713
-930,-250,96
-872,-195,73
-869,-162,82
-874,-73,69
-887,-184,40
-869,-107,32
-839,-230,62
-885,-178,57
-886,-286,39
-878,-193,88
-852,-101,79
-880,-69,70
-865,-223,71
-924,-338,53
-746,253,97
-879,0,55
-911,55,-519
-2098,-3518,-768
-5009,-8208,362
-14,10948,-2765
-7729,3463,-3490
-2537,-16435,-3505
9762,-16341,-4612
8262,6064,-1021
-6421,12289,2672
-9502,4232,-5465
-7907,-5782,-5127
6913,-10712,-2057
11859,-4127,-6743
8996,2765,1139
-1500,9846,1448
-7909,9917,-4106
-12388,-8197,-4995
-10881,-14418,-3286
4239,-4573,-2133
11451,4943,-1427
-68,5834,3723
-4531,-206,1194
-3968,-2918,-1535
-1384,-736,-557
1306,560,1108
1872,668,2290
3631,3463,-573
1465,-328,-407
-915,5,66
-835,-176,75
-902,-197,48
-825,-147,75
-554,-494,-799
-832,-144,51
-862,-223,73
-870,-142,49
-929,-182,83
-899,-171,48
-876,-162,58
-843,-183,87
-973,-418,18
-823,-44,75
-747,116,84
-775,140,117
-344,1137,228
-919,-332,40
-892,-768,-1240
-913,-346,71
-880,-140,76
-2000,-3389,-345
-1469,-1836,-144
-873,629,133
-750,-53,116
404,3061,549
-364,1183,206
-846,-78,97
-1000,-420,16
-1111,-778,-37
-186,1693,287
-1155,-916,-22
-777,56,73
-743,188,69
-1127,-787,-37
-1208,-1168,-74
-1070,-649,0
-1033,-677,-16
-861,-235,46
-673,345,98
-1034,-581,13
-1144,-819,-72
-877,-119,65
-875,-176,70
-867,-152,61
-888,-197,37
-873,-170,38
-874,-183,65
-885,-200,77
-1006,-527,72
-877,-241,48
-855,-213,29
-853,-229,85
-722,-1362,-5
-867,-1054,177
-838,-830,65
-882,-146,41
-891,-20,110
-836,89,96
-956,-903,-87
-860,-245,17
-861,-139,46
-889,-266,26
-929,-211,52
-851,69,75
-959,516,43
-818,-376,-153
-928,-77,22
