69,0
68,0
68,0
68,0
68,0
67,0
67,0
68,0
68,0
69,0
68,0
67,0
70,0
69,0
69,0
68,0
67,0
68,0
69,0
68,0
69,0
69,0
68,0
69,0
68,0
67,0
68,0
67,0
68,0
68,0
74,0
67,0
68,0
68,0
63,0
68,0
68,0
67,0
67,0
67,0
72,0
68,0
66,0
68,0
68,0
66,0
67,0
68,0
68,0
68,0
68,0
68,0
68,0
67,0
67,0
66,0
68,0
73,0
67,0
67,0
67,0
67,0
67,0
68,0
67,0
67,0
67,0
69,0
67,0
66,0
67,0
68,0
68,0
68,0
66,0
66,0
67,0
66,0
68,0
67,0
67,0
66,0
67,0
68,0
69,0
67,0
67,0
68,0
69,0
67,0
67,0
64,0
64,0
73,0
74,0
65,0
73,0
74,0
69,0
63,0
76,0
75,0
72,0
74,0
64,0
63,0
64,0
76,0
73,0
70,0
71,0
73,0
64,0
62,0
66,0
70,0
56,0
64,0
304,0
309,0
287,0
271,0
255,0
252,0
251,0
282,0
94,0
166,0
163,0
164,0
198,0
241,0
231,0
221,0
223,0
209,0
206,0
219,0
234,0
240,0
242,0
343,0
43,0
87,0
131,0
140,0
158,0
177,0
204,0
236,0
237,0
225,0
201,0
197,0
199,0
202,0
209,0
237,0
353,0
41,0
156,0
188,0
229,0
286,0
354,0
69,0
85,0
93,0
97,0
102,0
98,0
91,0
92,0
94,0
91,0
87,0
76,0
76,0
76,0
77,0
81,0
77,0
73,0
69,0
69,0
69,0
70,0
69,0
70,0
69,0
69,0
70,0
