0,130,-754
0,143,94
0,87,1765
0,100,375
0,149,-1112
0,114,-1210
0,129,1408
0,148,726
0,87,-269
0,155,-128
0,90,546
0,39,619
0,93,-248
0,120,-908
0,106,1040
0,130,348
0,85,-836
0,84,225
0,67,-307
0,75,-737
0,130,-338
0,88,627
0,105,1531
0,164,-325
0,77,508
0,143,-666
0,129,-2413
0,72,853
0,146,-612
0,118,-816
0,164,817
0,148,-533
0,157,-446
0,96,-664
0,112,-694
0,142,-431
0,114,-308
0,72,-1199
0,142,-615
0,102,-314
0,114,-1278
0,164,1558
0,71,-1570
0,127,-497
0,143,523
0,50,-767
0,29,1096
0,105,785
