177,192
177,192
177,192
177,191
177,191
177,192
177,192
177,192
177,192
177,191
177,191
177,192
177,192
177,192
177,191
177,191
177,191
177,191
177,191
176,191
177,192
177,192
178,195
177,192
177,192
177,192
177,192
177,192
177,191
175,188
176,188
176,189
175,189
176,188
175,188
175,189
175,189
176,189
176,189
176,189
176,189
175,188
176,189
175,189
176,189
176,189
176,188
176,188
176,189
176,189
175,189
176,189
176,189
176,189
176,188
176,189
175,189
176,189
175,189
176,189
176,189
176,188
175,188
176,189
176,189
176,188
176,189
176,189
176,189
176,189
176,189
177,190
176,188
176,188
176,188
176,189
176,188
176,191
175,189
175,186
176,191
176,190
177,191
177,193
177,193
177,193
177,193
178,193
177,193
179,192
177,193
177,193
177,193
178,194
178,194
178,194
178,194
178,194
178,194
178,194
177,193
176,195
171,194
171,187
172,181
153,190
161,197
172,164
182,166
181,187
162,190
159,180
174,160
177,172
181,190
158,172
164,169
172,163
177,180
180,180
164,187
162,180
168,185
178,188
174,188
176,189
176,189
175,187
176,188
176,189
176,189
175,189
176,189
176,189
176,189
177,191
177,192
177,192
178,193
177,193
178,193
177,191
174,188
177,187
177,193
178,194
177,193
177,192
176,190
176,190
177,192
177,192
176,190
176,189
176,190
176,189
176,190
176,189
176,189
176,188
176,188
176,188
176,188
176,188
176,188
176,189
176,187
176,185
176,185
175,184
176,185
176,185
176,185
175,185
176,186
